file,page,visit_number,page_url,screen_width,screen_height,calibration_accuracy,calibration_good,tracking_quality_good,eye_data_included,page_duration_sec,aoi_defined,screen_regression_count,screen_regression_rate_per_sec,screen_regressive_transition_ratio,text_regression_count,text_regression_rate_per_sec,text_regressive_transition_ratio,total_rows,valid_coordinate_rows,on_screen_rows,valid_coordinate_ratio,on_screen_ratio,median_sample_interval_ms,estimated_sampling_rate_hz,large_gap_count,largest_gap_ms,estimated_gap_loss_ratio,fixation_count,fixation_rate_per_sec,total_fixation_duration_sec,mean_fixation_duration_sec,median_fixation_duration_sec,p90_fixation_duration_sec,p95_fixation_duration_sec,max_fixation_duration_sec,text_fixation_count,text_dwell_time_sec,text_dwell_proportion,text_mean_fixation_sec,text_median_fixation_sec,text_visit_count,text_time_to_first_fixation_sec,image_fixation_count,image_dwell_time_sec,image_dwell_proportion,image_mean_fixation_sec,image_median_fixation_sec,image_visit_count,image_time_to_first_fixation_sec,text_to_image_transitions,image_to_text_transitions,text_image_transitions_total,page_number
p2_session_1766473756874_ykdx15d6n_20251223_101640,el7,13,tasks/ellipsis/el7.html,1536.0,864.0,71.0,True,False,True,18.966,True,3,5.405405405405405,0.75,0.0,0.0,,321,321,254,1.0,0.7912772585669782,54.0,18.51851851851852,0,132.0,0.0,5,0.26362965306337655,0.555,0.11100000000000002,0.106,0.1242,0.1266,0.129,1.0,0.103,0.18558558558558555,0.103,0.103,1.0,6.98,2.0,0.223,0.40180180180180175,0.1115,0.1115,2.0,3.981,0.0,0.0,0.0,7
p2_session_1766473756874_ykdx15d6n_20251223_101640,el8,14,tasks/ellipsis/el8.html,1536.0,864.0,71.0,True,False,True,8.822,True,0,,,0.0,,,135,135,100,1.0,0.7407407407407407,55.0,18.181818181818183,1,193.0,0.015642711403309906,1,0.11335298118340513,0.114,0.114,0.114,0.114,0.114,0.114,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,8
p2_session_1766473756874_ykdx15d6n_20251223_101640,el9,15,tasks/ellipsis/el9.html,1536.0,864.0,71.0,True,True,True,28.138,True,2,2.4360535931790497,0.4,0.0,0.0,,494,494,479,1.0,0.9696356275303644,53.0,18.867924528301888,0,109.0,0.0,6,0.21323477148340322,0.8210000000000001,0.13683333333333333,0.1395,0.156,0.1625,0.169,2.0,0.28200000000000003,0.34348355663824603,0.14100000000000001,0.14100000000000001,2.0,10.4,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,9
p2_session_1766473756874_ykdx15d6n_20251223_101640,el10,16,tasks/ellipsis/el10.html,1536.0,864.0,71.0,True,True,True,11.397,True,0,0.0,0.0,0.0,0.0,,184,184,174,1.0,0.9456521739130435,57.0,17.54385964912281,0,133.0,0.0,2,0.17548477669562165,0.247,0.1235,0.1235,0.1255,0.12575,0.126,1.0,0.121,0.4898785425101215,0.121,0.121,1.0,10.385,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,10
p5_session_1766477867419_k5gm7ycxz_20251223_112316,el1,7,tasks/ellipsis/el1.html,1536.0,864.0,26.0,False,True,False,54.702,True,0,,,,,,307,307,302,1.0,0.9837133550488599,163.0,6.134969325153374,0,301.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,1
p5_session_1766477867419_k5gm7ycxz_20251223_112316,el2,8,tasks/ellipsis/el2.html,1536.0,864.0,26.0,False,True,False,12.884,True,0,,,,,,75,75,75,1.0,1.0,158.5,6.309148264984227,0,334.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,2
p5_session_1766477867419_k5gm7ycxz_20251223_112316,el3,9,tasks/ellipsis/el3.html,1536.0,864.0,26.0,False,True,False,11.322,True,0,,,,,,68,68,68,1.0,1.0,158.0,6.329113924050633,0,274.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,3
p5_session_1766477867419_k5gm7ycxz_20251223_112316,el4,10,tasks/ellipsis/el4.html,1536.0,864.0,26.0,False,True,False,13.414,True,0,,,,,,83,83,78,1.0,0.9397590361445783,157.5,6.349206349206349,0,251.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,4
p5_session_1766477867419_k5gm7ycxz_20251223_112316,el5,11,tasks/ellipsis/el5.html,1536.0,864.0,26.0,False,True,False,52.083,True,0,,,,,,307,307,288,1.0,0.9381107491856677,159.0,6.289308176100629,0,298.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,5
p5_session_1766477867419_k5gm7ycxz_20251223_112316,el6,12,tasks/ellipsis/el6.html,1536.0,864.0,26.0,False,True,False,10.189,True,0,,,,,,61,61,61,1.0,1.0,158.0,6.329113924050633,0,250.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,6
p5_session_1766477867419_k5gm7ycxz_20251223_112316,el7,13,tasks/ellipsis/el7.html,1536.0,864.0,26.0,False,True,False,9.026,True,0,,,,,,52,52,50,1.0,0.9615384615384616,161.0,6.211180124223603,0,284.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,7
p5_session_1766477867419_k5gm7ycxz_20251223_112316,el8,14,tasks/ellipsis/el8.html,1536.0,864.0,26.0,False,True,False,10.763,True,0,,,,,,66,66,65,1.0,0.9848484848484849,159.0,6.289308176100629,0,251.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,8
p5_session_1766477867419_k5gm7ycxz_20251223_112316,el9,15,tasks/ellipsis/el9.html,1536.0,864.0,26.0,False,True,False,19.187,True,0,,,,,,116,116,103,1.0,0.8879310344827587,160.0,6.25,0,240.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,9
p5_session_1766477867419_k5gm7ycxz_20251223_112316,el10,16,tasks/ellipsis/el10.html,1536.0,864.0,26.0,False,True,False,13.765,True,0,,,,,,82,82,81,1.0,0.9878048780487805,159.0,6.289308176100629,0,285.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,10
